,,high,neutral,low,average
RNA5SP19,ENSG00000202056.1,78.0,39.0,5.0,0.46516393442622955
RNA5SP190,ENSG00000202092.1,8.0,92.0,22.0,-0.0068688524590163995
RNA5SP191,ENSG00000199455.1,7.0,94.0,21.0,-0.0016311475409836096
RNA5SP192,ENSG00000201274.1,7.0,90.0,25.0,-0.03399180327868852
RNA5SP193,ENSG00000222285.1,9.0,94.0,19.0,0.006581967213114757
RNA5SP194,ENSG00000201532.1,6.0,90.0,26.0,-0.05016393442622952
RNA5SP195,ENSG00000199545.1,6.0,89.0,27.0,-0.051549180327868864
RNA5SP196,ENSG00000252793.1,10.0,92.0,20.0,-0.00461475409836065
RNA5SP197,ENSG00000200227.1,11.0,92.0,19.0,0.0023934426229508224
RNA5SP198,ENSG00000222308.1,11.0,91.0,20.0,-0.001377049180327868
RNA5SP199,ENSG00000200275.1,10.0,93.0,19.0,-0.0024262295081967215
RNA5SP20,ENSG00000251785.1,10.0,91.0,21.0,-0.02762295081967213
RNA5SP200,ENSG00000252169.1,10.0,92.0,20.0,-0.011631147540983615
RNA5SP201,ENSG00000222248.1,21.0,90.0,11.0,0.10324590163934431
RNA5SP202,ENSG00000201185.1,22.0,89.0,11.0,0.11260655737704922
RNA5SP203,ENSG00000222383.1,22.0,89.0,11.0,0.08144262295081967
RNA5SP204,ENSG00000201415.1,20.0,92.0,10.0,0.07954918032786885
RNA5SP205,ENSG00000201523.1,21.0,93.0,8.0,0.09186065573770495
RNA5SP206,ENSG00000252512.1,22.0,93.0,7.0,0.1477377049180328
RNA5SP207,ENSG00000212176.1,18.0,91.0,13.0,0.10896721311475409
RNA5SP208,ENSG00000251965.1,15.0,88.0,19.0,0.020180327868852457
RNA5SP209,ENSG00000223169.1,11.0,89.0,22.0,-0.037860655737704946
RNA5SP21,ENSG00000222849.1,9.0,91.0,22.0,-0.04021311475409837
RNA5SP210,ENSG00000212336.1,11.0,87.0,24.0,-0.03410655737704919
RNA5SP211,ENSG00000202386.1,15.0,81.0,26.0,0.019893442622950813
RNA5SP212,ENSG00000212525.1,17.0,79.0,26.0,0.026950819672131143
RNA5SP213,ENSG00000212333.1,14.0,81.0,27.0,0.002303278688524591
RNA5SP214,ENSG00000200248.1,13.0,82.0,27.0,-0.0058606557377049165
RNA5SP215,ENSG00000200310.1,16.0,80.0,26.0,0.0045983606557376995
RNA5SP216,ENSG00000251920.1,15.0,84.0,23.0,0.042049180327868856
RNA5SP217,ENSG00000251768.1,16.0,83.0,23.0,0.04068852459016393
RNA5SP218,ENSG00000200058.1,14.0,85.0,23.0,0.017147540983606553
RNA5SP219,ENSG00000212242.1,13.0,85.0,24.0,0.012483606557377045
RNA5SP22,ENSG00000202263.1,10.0,94.0,18.0,-0.013647540983606567
RNA5SP220,ENSG00000252107.1,16.0,82.0,24.0,0.036008196721311475
RNA5SP221,ENSG00000223203.1,14.0,85.0,23.0,0.027680327868852463
RNA5SP222,ENSG00000222971.1,16.0,85.0,21.0,0.04693442622950819
RNA5SP223,ENSG00000202044.1,16.0,84.0,22.0,0.027877049180327875
RNA5SP224,ENSG00000201939.1,17.0,83.0,22.0,0.023934426229508195
RNA5SP225,ENSG00000222806.1,17.0,83.0,22.0,0.022180327868852455
RNA5SP226,ENSG00000199523.1,11.0,84.0,27.0,-0.006754098360655731
RNA5SP227,ENSG00000251993.1,25.0,91.0,6.0,0.1351475409836066
RNA5SP228,ENSG00000252041.1,25.0,89.0,8.0,0.13126229508196727
RNA5SP229,ENSG00000222741.1,25.0,91.0,6.0,0.1244098360655738
RNA5SP23,ENSG00000212308.1,10.0,95.0,17.0,-0.000909836065573776
RNA5SP230,ENSG00000252848.1,24.0,93.0,5.0,0.1226147540983607
RNA5SP231,ENSG00000222428.1,15.0,100.0,7.0,0.07381147540983604
RNA5SP232,ENSG00000201014.1,14.0,100.0,8.0,0.06713934426229508
RNA5SP233,ENSG00000238391.1,16.0,101.0,5.0,0.08431147540983602
RNA5SP234,ENSG00000200786.1,24.0,92.0,6.0,0.14459836065573767
RNA5SP235,ENSG00000202281.1,25.0,89.0,8.0,0.14204098360655734
RNA5SP236,ENSG00000251978.1,22.0,85.0,15.0,0.09413934426229512
RNA5SP237,ENSG00000222346.1,23.0,86.0,13.0,0.11559016393442631
RNA5SP238,ENSG00000202334.1,23.0,86.0,13.0,0.10906557377049181
RNA5SP239,ENSG00000222150.1,22.0,88.0,12.0,0.11285245901639347
RNA5SP24,ENSG00000252287.1,7.0,73.0,42.0,-0.135983606557377
RNA5SP240,ENSG00000202225.1,22.0,89.0,11.0,0.1489180327868854
RNA5SP241,ENSG00000212628.1,23.0,88.0,11.0,0.15327868852459034
RNA5SP242,ENSG00000201041.1,20.0,88.0,14.0,0.0903852459016393
RNA5SP243,ENSG00000252866.1,20.0,88.0,14.0,0.0903852459016393
RNA5SP244,ENSG00000212238.1,21.0,87.0,14.0,0.07445901639344256
RNA5SP245,ENSG00000201109.1,22.0,86.0,14.0,0.07861475409836063
RNA5SP246,ENSG00000239021.1,22.0,87.0,13.0,0.09733606557377047
RNA5SP247,ENSG00000223113.1,20.0,92.0,10.0,0.10893442622950819
RNA5SP248,ENSG00000202472.1,20.0,92.0,10.0,0.10893442622950819
RNA5SP249,ENSG00000251936.1,19.0,90.0,13.0,0.0664344262295082
RNA5SP25,ENSG00000222747.1,7.0,80.0,35.0,-0.0904508196721311
RNA5SP250,ENSG00000199404.1,17.0,88.0,17.0,0.0508606557377049
RNA5SP251,ENSG00000222546.1,15.0,48.0,59.0,-0.15975409836065577
RNA5SP252,ENSG00000212433.1,13.0,50.0,59.0,-0.1621065573770491
RNA5SP253,ENSG00000252029.1,14.0,45.0,63.0,-0.17195901639344252
RNA5SP254,ENSG00000252535.1,14.0,45.0,63.0,-0.17195901639344252
RNA5SP255,ENSG00000252179.1,14.0,48.0,60.0,-0.1618606557377049
RNA5SP256,ENSG00000212280.1,14.0,48.0,60.0,-0.16312295081967212
RNA5SP258,ENSG00000199620.1,13.0,48.0,61.0,-0.17186065573770484
RNA5SP259,ENSG00000202411.1,13.0,47.0,62.0,-0.14986885245901635
RNA5SP26,ENSG00000199276.1,8.0,73.0,41.0,-0.10649180327868853
RNA5SP260,ENSG00000200719.1,13.0,48.0,61.0,-0.1602704918032786
RNA5SP261,ENSG00000222468.1,17.0,53.0,52.0,-0.06798360655737705
RNA5SP262,ENSG00000252261.1,19.0,52.0,51.0,-0.03798360655737706
RNA5SP263,ENSG00000200246.1,19.0,52.0,51.0,-0.03798360655737706
RNA5SP264,ENSG00000199985.1,30.0,54.0,38.0,0.1662950819672131
RNA5SP265,ENSG00000222955.1,48.0,65.0,9.0,0.35082786885245915
RNA5SP266,ENSG00000222205.1,49.0,65.0,8.0,0.37379508196721317
RNA5SP267,ENSG00000201763.1,51.0,65.0,6.0,0.40201639344262297
RNA5SP268,ENSG00000252637.1,55.0,59.0,8.0,0.4047704918032788
RNA5SP269,ENSG00000239184.1,55.0,61.0,6.0,0.43242622950819704
RNA5SP27,ENSG00000200709.1,4.0,70.0,48.0,-0.16004918032786888
RNA5SP270,ENSG00000223293.1,56.0,61.0,5.0,0.45709836065573783
RNA5SP271,ENSG00000252509.1,56.0,62.0,4.0,0.47251639344262314
RNA5SP272,ENSG00000251904.1,62.0,59.0,1.0,0.4982295081967212
RNA5SP273,ENSG00000199354.1,60.0,61.0,1.0,0.5068442622950818
RNA5SP274,ENSG00000222416.1,62.0,59.0,1.0,0.5187295081967214
RNA5SP275,ENSG00000200806.1,69.0,52.0,1.0,0.5791311475409836
RNA5SP276,ENSG00000199450.1,71.0,50.0,1.0,0.6798278688524586
RNA5SP277,ENSG00000202356.1,68.0,50.0,4.0,0.5865327868852457
RNA5SP278,ENSG00000252864.1,59.0,56.0,7.0,0.5666967213114753
RNA5SP279,ENSG00000202383.1,9.0,78.0,35.0,-0.049491803278688525
RNA5SP28,ENSG00000200711.1,9.0,65.0,48.0,-0.13488524590163936
RNA5SP280,ENSG00000223162.1,4.0,88.0,30.0,-0.05811475409836068
RNA5SP281,ENSG00000252313.1,5.0,90.0,27.0,-0.04535245901639347
RNA5SP282,ENSG00000252164.1,4.0,89.0,29.0,-0.05639344262295083
RNA5SP283,ENSG00000202474.1,10.0,78.0,34.0,-0.03678688524590168
RNA5SP284,ENSG00000207277.1,10.0,78.0,34.0,-0.03678688524590168
RNA5SP285,ENSG00000252428.1,6.0,91.0,25.0,-0.05455737704918033
RNA5SP286,ENSG00000212454.1,6.0,93.0,23.0,-0.031991803278688516
RNA5SP287,ENSG00000252167.1,4.0,92.0,26.0,-0.06249180327868855
RNA5SP288,ENSG00000251884.1,4.0,93.0,25.0,-0.06940983606557381
RNA5SP289,ENSG00000199202.1,4.0,93.0,25.0,-0.06940983606557381
RNA5SP29,ENSG00000222920.1,9.0,65.0,48.0,-0.13488524590163936
RNA5SP290,ENSG00000252942.1,4.0,96.0,22.0,-0.05002459016393442
RNA5SP291,ENSG00000253031.1,4.0,96.0,22.0,-0.038155737704918036
RNA5SP292,ENSG00000212276.1,3.0,97.0,22.0,-0.059336065573770476
RNA5SP293,ENSG00000222459.1,2.0,98.0,22.0,-0.06512295081967209
RNA5SP294,ENSG00000223238.1,2.0,97.0,23.0,-0.07653278688524588
RNA5SP295,ENSG00000199525.1,3.0,93.0,26.0,-0.07783606557377047
RNA5SP296,ENSG00000222455.1,7.0,88.0,27.0,-0.06509016393442624
RNA5SP297,ENSG00000212331.1,25.0,84.0,13.0,0.18002459016393454
RNA5SP298,ENSG00000201861.1,25.0,84.0,13.0,0.18002459016393454
RNA5SP299,ENSG00000212505.1,31.0,83.0,8.0,0.282983606557377
RNA5SP30,ENSG00000202422.1,8.0,68.0,46.0,-0.10685245901639344
RNA5SP300,ENSG00000212499.1,27.0,82.0,13.0,0.20397540983606557
RNA5SP301,ENSG00000199407.1,26.0,86.0,10.0,0.22381967213114756
RNA5SP302,ENSG00000201766.1,23.0,87.0,12.0,0.13549180327868862
RNA5SP303,ENSG00000252001.1,22.0,87.0,13.0,0.15590163934426232
RNA5SP304,ENSG00000223131.1,20.0,87.0,15.0,0.08884426229508191
RNA5SP305,ENSG00000199535.1,15.0,91.0,16.0,0.056647540983606574
RNA5SP306,ENSG00000223019.1,16.0,90.0,16.0,0.058139344262295105
RNA5SP307,ENSG00000199733.1,15.0,91.0,16.0,0.04953278688524592
RNA5SP308,ENSG00000199402.1,17.0,90.0,15.0,0.07186885245901643
RNA5SP309,ENSG00000252479.1,16.0,93.0,13.0,0.07858196721311475
RNA5SP31,ENSG00000223076.1,9.0,68.0,45.0,-0.09898360655737701
RNA5SP310,ENSG00000239152.1,14.0,89.0,19.0,0.04095901639344261
RNA5SP311,ENSG00000238405.1,14.0,89.0,19.0,0.04095901639344261
RNA5SP312,ENSG00000252877.1,14.0,89.0,19.0,0.04095901639344261
RNA5SP313,ENSG00000252754.1,14.0,89.0,19.0,0.04095901639344261
RNA5SP314,ENSG00000222406.1,12.0,90.0,20.0,0.036663934426229484
RNA5SP315,ENSG00000252149.1,12.0,90.0,20.0,0.036663934426229484
RNA5SP316,ENSG00000222100.1,12.0,89.0,21.0,0.02557377049180329
RNA5SP317,ENSG00000222108.1,12.0,91.0,19.0,0.03868032786885244
RNA5SP318,ENSG00000252161.1,9.0,96.0,17.0,0.027393442622950823
RNA5SP319,ENSG00000199638.1,7.0,91.0,24.0,-0.05119672131147541
RNA5SP32,ENSG00000200037.1,12.0,70.0,40.0,-0.06815573770491798
RNA5SP320,ENSG00000252072.1,7.0,91.0,24.0,-0.03507377049180328
RNA5SP321,ENSG00000199592.1,13.0,89.0,20.0,0.05054098360655737
RNA5SP322,ENSG00000200487.1,9.0,95.0,18.0,0.006836065573770493
RNA5SP323,ENSG00000212396.1,3.0,100.0,19.0,-0.050868852459016387
RNA5SP324,ENSG00000202047.1,4.0,101.0,17.0,-0.028106557377049177
RNA5SP325,ENSG00000200626.1,4.0,97.0,21.0,-0.03446721311475409
RNA5SP326,ENSG00000200079.1,4.0,96.0,22.0,-0.04048360655737706
RNA5SP327,ENSG00000199364.1,4.0,96.0,22.0,-0.04744262295081967
RNA5SP328,ENSG00000222740.1,5.0,96.0,21.0,-0.037467213114754094
RNA5SP329,ENSG00000202147.1,9.0,86.0,27.0,-0.049598360655737694
RNA5SP33,ENSG00000252496.1,10.0,71.0,41.0,-0.058901639344262284
RNA5SP330,ENSG00000252905.1,6.0,83.0,33.0,-0.09327868852459015
RNA5SP331,ENSG00000201856.1,11.0,86.0,25.0,-0.0032377049180327888
RNA5SP332,ENSG00000212365.1,12.0,85.0,25.0,0.0022868852459016283
RNA5SP333,ENSG00000200336.1,12.0,86.0,24.0,-0.016868852459016384
RNA5SP334,ENSG00000201695.1,12.0,86.0,24.0,-0.016868852459016384
RNA5SP335,ENSG00000200687.1,13.0,87.0,22.0,0.011032786885245905
RNA5SP336,ENSG00000201059.1,13.0,89.0,20.0,0.0183360655737705
RNA5SP337,ENSG00000252816.1,13.0,89.0,20.0,0.017172131147540994
RNA5SP338,ENSG00000222427.1,14.0,89.0,19.0,0.012524590163934425
RNA5SP339,ENSG00000212289.1,15.0,90.0,17.0,0.05080327868852457
RNA5SP34,ENSG00000252696.1,10.0,69.0,43.0,-0.08862295081967211
RNA5SP340,ENSG00000252941.1,11.0,91.0,20.0,-0.019901639344262295
RNA5SP341,ENSG00000252070.1,12.0,91.0,19.0,0.0049180327868852325
RNA5SP342,ENSG00000252902.1,19.0,89.0,14.0,0.1365983606557377
RNA5SP343,ENSG00000200649.1,15.0,88.0,19.0,0.1006311475409836
RNA5SP344,ENSG00000223013.1,17.0,89.0,16.0,0.1417049180327869
RNA5SP345,ENSG00000222578.1,11.0,71.0,40.0,-0.08164754098360663
RNA5SP346,ENSG00000200411.1,7.0,71.0,44.0,-0.1299426229508197
RNA5SP347,ENSG00000199315.1,7.0,71.0,44.0,-0.1299426229508197
RNA5SP348,ENSG00000252251.1,4.0,75.0,43.0,-0.14341803278688528
RNA5SP349,ENSG00000200613.1,2.0,70.0,50.0,-0.1839590163934427
RNA5SP35,ENSG00000212559.1,12.0,69.0,41.0,-0.06274590163934426
RNA5SP350,ENSG00000200168.1,3.0,71.0,48.0,-0.17369672131147543
RNA5SP351,ENSG00000238965.1,4.0,67.0,51.0,-0.1810737704918033
RNA5SP352,ENSG00000200278.1,1.0,76.0,45.0,-0.16122950819672127
RNA5SP353,ENSG00000201476.1,9.0,98.0,15.0,0.01446721311475409
RNA5SP354,ENSG00000212549.1,17.0,98.0,7.0,0.16996721311475405
RNA5SP355,ENSG00000202187.1,18.0,95.0,9.0,0.17977868852459017
RNA5SP356,ENSG00000251781.1,18.0,96.0,8.0,0.17384426229508196
RNA5SP358,ENSG00000199843.1,19.0,93.0,10.0,0.13840983606557383
RNA5SP359,ENSG00000201708.1,19.0,93.0,10.0,0.13840983606557383
RNA5SP36,ENSG00000222129.1,11.0,68.0,43.0,-0.08668852459016389
RNA5SP360,ENSG00000252364.1,15.0,95.0,12.0,0.07903278688524597
RNA5SP361,ENSG00000199556.1,13.0,99.0,10.0,0.06728688524590168
RNA5SP362,ENSG00000251857.1,8.0,102.0,12.0,0.04025409836065576
RNA5SP363,ENSG00000201942.1,13.0,97.0,12.0,0.0503032786885246
RNA5SP364,ENSG00000252747.1,10.0,101.0,11.0,0.04827868852459018
RNA5SP365,ENSG00000252207.1,11.0,97.0,14.0,0.03731147540983607
RNA5SP366,ENSG00000202324.1,5.0,99.0,18.0,-0.029942622950819668
RNA5SP367,ENSG00000252366.1,5.0,99.0,18.0,-0.02786885245901639
RNA5SP368,ENSG00000201168.1,4.0,100.0,18.0,-0.02954918032786885
RNA5SP369,ENSG00000223046.1,6.0,100.0,16.0,-0.0072540983606557375
RNA5SP37,ENSG00000202290.1,13.0,70.0,39.0,-0.04077049180327868
RNA5SP370,ENSG00000199415.1,4.0,101.0,17.0,-0.02561475409836065
RNA5SP371,ENSG00000222302.1,3.0,102.0,17.0,-0.028778688524590167
RNA5SP372,ENSG00000212138.1,3.0,99.0,20.0,-0.05321311475409834
RNA5SP373,ENSG00000253080.1,3.0,97.0,22.0,-0.06353278688524588
RNA5SP374,ENSG00000199809.1,4.0,94.0,24.0,-0.06774590163934428
RNA5SP375,ENSG00000199845.1,5.0,95.0,22.0,-0.044680327868852475
RNA5SP376,ENSG00000212251.1,5.0,97.0,20.0,-0.023229508196721305
RNA5SP377,ENSG00000212154.1,5.0,97.0,20.0,-0.023229508196721305
RNA5SP378,ENSG00000200516.1,8.0,96.0,18.0,0.002680327868852461
RNA5SP379,ENSG00000201469.1,15.0,85.0,22.0,0.011196721311475408
RNA5SP38,ENSG00000222682.1,17.0,67.0,38.0,-0.009877049180327866
RNA5SP380,ENSG00000252999.1,10.0,88.0,24.0,0.01614754098360656
RNA5SP381,ENSG00000251885.1,10.0,88.0,24.0,0.01614754098360656
RNA5SP382,ENSG00000200225.1,10.0,87.0,25.0,0.02431967213114753
RNA5SP383,ENSG00000199804.1,12.0,89.0,21.0,0.037221311475409816
RNA5SP384,ENSG00000252424.1,11.0,81.0,30.0,-0.015327868852459025
RNA5SP385,ENSG00000251756.1,9.0,85.0,28.0,-0.0060573770491803266
RNA5SP387,ENSG00000201096.1,3.0,84.0,35.0,-0.07480327868852459
RNA5SP388,ENSG00000199454.1,3.0,86.0,33.0,-0.06674590163934428
RNA5SP389,ENSG00000199480.1,9.0,85.0,28.0,-0.03604098360655738
RNA5SP39,ENSG00000223177.1,17.0,67.0,38.0,-0.004581967213114746
RNA5SP390,ENSG00000222123.1,6.0,89.0,27.0,-0.06511475409836066
RNA5SP391,ENSG00000200326.1,2.0,93.0,27.0,-0.08075409836065572
RNA5SP392,ENSG00000252714.1,0.0,87.0,35.0,-0.13945901639344263
RNA5SP393,ENSG00000200293.1,2.0,91.0,29.0,-0.12168032786885245
RNA5SP394,ENSG00000201086.1,6.0,90.0,26.0,-0.060270491803278654
RNA5SP395,ENSG00000252376.1,3.0,86.0,33.0,-0.11998360655737708
RNA5SP396,ENSG00000201704.1,3.0,91.0,28.0,-0.11042622950819674
RNA5SP397,ENSG00000212625.1,3.0,96.0,23.0,-0.08323770491803277
RNA5SP398,ENSG00000252972.1,3.0,98.0,21.0,-0.06751639344262295
RNA5SP399,ENSG00000200873.1,4.0,97.0,21.0,-0.07327868852459014
RNA5SP40,ENSG00000252956.1,5.0,76.0,41.0,-0.14172131147540992
RNA5SP400,ENSG00000252964.1,7.0,91.0,24.0,-0.05369672131147541
RNA5SP401,ENSG00000251729.1,13.0,91.0,18.0,-0.0013360655737704888
RNA5SP402,ENSG00000252957.1,13.0,92.0,17.0,0.003221311475409835
RNA5SP403,ENSG00000200468.1,34.0,79.0,9.0,0.20772131147540976
RNA5SP404,ENSG00000252927.1,34.0,79.0,9.0,0.20772131147540976
RNA5SP405,ENSG00000199929.1,32.0,79.0,11.0,0.18239344262295085
RNA5SP406,ENSG00000251915.1,28.0,49.0,45.0,0.03627868852459015
RNA5SP407,ENSG00000222207.1,28.0,49.0,45.0,0.03627868852459015
RNA5SP408,ENSG00000251924.1,28.0,49.0,45.0,0.03627868852459015
RNA5SP409,ENSG00000252624.1,28.0,49.0,45.0,0.03627868852459015
RNA5SP41,ENSG00000222952.1,1.0,76.0,45.0,-0.1749180327868853
RNA5SP410,ENSG00000252094.1,28.0,49.0,45.0,0.03627868852459015
RNA5SP413,ENSG00000252182.1,28.0,49.0,45.0,0.03627868852459015
RNA5SP415,ENSG00000253055.1,28.0,49.0,45.0,0.03627868852459015
RNA5SP416,ENSG00000252647.1,28.0,49.0,45.0,0.03627868852459015
RNA5SP417,ENSG00000252268.1,28.0,49.0,45.0,0.03627868852459015
RNA5SP418,ENSG00000251760.1,28.0,49.0,45.0,0.03627868852459015
RNA5SP419,ENSG00000251717.1,28.0,49.0,45.0,0.03627868852459015
RNA5SP42,ENSG00000201148.1,5.0,87.0,30.0,-0.05212295081967212
RNA5SP420,ENSG00000252806.1,28.0,49.0,45.0,0.03627868852459015
RNA5SP421,ENSG00000252673.1,28.0,49.0,45.0,0.03627868852459015
RNA5SP422,ENSG00000252587.1,28.0,49.0,45.0,0.03627868852459015
RNA5SP423,ENSG00000252936.1,28.0,49.0,45.0,0.03627868852459015
RNA5SP424,ENSG00000212290.1,14.0,60.0,48.0,-0.05953278688524587
RNA5SP425,ENSG00000222268.1,14.0,60.0,48.0,-0.06354098360655734
RNA5SP426,ENSG00000199771.1,12.0,60.0,50.0,-0.12608196721311474
RNA5SP427,ENSG00000202193.1,14.0,56.0,52.0,-0.13585245901639345
RNA5SP428,ENSG00000201999.1,5.0,51.0,66.0,-0.2288524590163935
RNA5SP429,ENSG00000200558.1,5.0,51.0,66.0,-0.2395737704918033
RNA5SP43,ENSG00000252368.1,10.0,82.0,30.0,-0.01582786885245901
RNA5SP430,ENSG00000199299.1,7.0,57.0,58.0,-0.1854344262295082
RNA5SP431,ENSG00000222244.1,3.0,56.0,63.0,-0.23601639344262293
RNA5SP432,ENSG00000199350.1,3.0,57.0,62.0,-0.23813114754098358
RNA5SP433,ENSG00000201361.1,3.0,56.0,63.0,-0.2394262295081967
RNA5SP434,ENSG00000252456.1,6.0,57.0,59.0,-0.1580081967213115
RNA5SP435,ENSG00000200914.1,3.0,55.0,64.0,-0.2094098360655737
RNA5SP436,ENSG00000251829.1,5.0,58.0,59.0,-0.1515081967213115
RNA5SP437,ENSG00000253058.1,10.0,74.0,38.0,-0.07025409836065576
RNA5SP438,ENSG00000252370.1,16.0,76.0,30.0,-0.0010409836065573752
RNA5SP439,ENSG00000252912.1,19.0,71.0,32.0,0.008557377049180331
RNA5SP44,ENSG00000222378.1,11.0,79.0,32.0,-0.04178688524590164
RNA5SP440,ENSG00000200115.1,21.0,70.0,31.0,0.16028688524590154
RNA5SP441,ENSG00000252618.1,20.0,73.0,29.0,0.07765573770491808
RNA5SP442,ENSG00000201920.1,15.0,72.0,35.0,-0.03645901639344261
RNA5SP443,ENSG00000199953.1,15.0,72.0,35.0,-0.042483606557377034
RNA5SP444,ENSG00000252653.1,29.0,76.0,17.0,0.13822950819672122
RNA5SP445,ENSG00000251698.1,30.0,75.0,17.0,0.17092622950819666
RNA5SP446,ENSG00000251764.1,30.0,75.0,17.0,0.21171311475409824
RNA5SP447,ENSG00000200619.1,28.0,72.0,22.0,0.19329508196721312
RNA5SP448,ENSG00000200021.1,26.0,74.0,22.0,0.08439344262295082
RNA5SP449,ENSG00000252680.1,12.0,83.0,27.0,-0.01622950819672131
RNA5SP45,ENSG00000252563.1,13.0,85.0,24.0,0.01565573770491804
RNA5SP450,ENSG00000223138.1,13.0,82.0,27.0,-0.009803278688524587
RNA5SP451,ENSG00000222520.1,10.0,82.0,30.0,-0.05106557377049181
RNA5SP452,ENSG00000199874.1,12.0,80.0,30.0,-0.01952459016393443
RNA5SP453,ENSG00000199373.1,11.0,79.0,32.0,-0.01867213114754098
RNA5SP454,ENSG00000253040.1,18.0,73.0,31.0,0.02938524590163932
RNA5SP455,ENSG00000202060.1,17.0,74.0,31.0,0.033245901639344246
RNA5SP456,ENSG00000200872.1,14.0,75.0,33.0,-0.008213114754098357
RNA5SP457,ENSG00000200527.1,14.0,76.0,32.0,-0.02339344262295082
RNA5SP458,ENSG00000251997.1,13.0,76.0,33.0,-0.02368032786885246
RNA5SP459,ENSG00000252437.1,12.0,76.0,34.0,-0.03086065573770492
RNA5SP46,ENSG00000199240.1,14.0,86.0,22.0,0.02529508196721312
RNA5SP460,ENSG00000252598.1,12.0,73.0,37.0,-0.051081967213114775
RNA5SP461,ENSG00000252260.1,12.0,73.0,37.0,-0.06231147540983608
RNA5SP462,ENSG00000252539.1,6.0,81.0,35.0,-0.09729508196721316
RNA5SP463,ENSG00000199900.1,7.0,94.0,21.0,-0.04061475409836066
RNA5SP464,ENSG00000252060.1,13.0,95.0,14.0,0.03791803278688524
RNA5SP465,ENSG00000212497.1,12.0,96.0,14.0,0.034754098360655725
RNA5SP466,ENSG00000252546.1,11.0,96.0,15.0,0.025680327868852448
RNA5SP467,ENSG00000212576.1,11.0,97.0,14.0,0.028901639344262306
RNA5SP468,ENSG00000252591.1,14.0,96.0,12.0,0.07714754098360657
RNA5SP469,ENSG00000201035.1,9.0,97.0,16.0,-0.026327868852459038
RNA5SP47,ENSG00000253039.1,10.0,88.0,24.0,-0.0039836065573770375
RNA5SP470,ENSG00000252272.1,18.0,92.0,12.0,0.12490163934426235
RNA5SP471,ENSG00000252780.1,12.0,96.0,14.0,0.04936885245901643
RNA5SP472,ENSG00000200738.1,12.0,96.0,14.0,0.04936885245901643
RNA5SP473,ENSG00000252211.1,17.0,91.0,14.0,0.05481147540983607
RNA5SP474,ENSG00000212536.1,21.0,92.0,9.0,0.07265573770491802
RNA5SP475,ENSG00000222500.1,25.0,89.0,8.0,0.11574590163934428
RNA5SP476,ENSG00000252422.1,23.0,93.0,6.0,0.12279508196721316
RNA5SP477,ENSG00000199509.1,25.0,92.0,5.0,0.1338770491803279
RNA5SP478,ENSG00000201527.1,26.0,91.0,5.0,0.15333606557377047
RNA5SP479,ENSG00000201728.1,26.0,91.0,5.0,0.15333606557377047
RNA5SP48,ENSG00000200839.1,9.0,85.0,28.0,-0.050803278688524606
RNA5SP480,ENSG00000252649.1,24.0,89.0,9.0,0.11300000000000002
RNA5SP481,ENSG00000252623.1,30.0,90.0,2.0,0.18468032786885247
RNA5SP482,ENSG00000212571.1,30.0,90.0,2.0,0.19011475409836068
RNA5SP483,ENSG00000200301.1,34.0,85.0,3.0,0.18668852459016397
RNA5SP484,ENSG00000238908.1,38.0,79.0,5.0,0.17894262295081964
RNA5SP485,ENSG00000201923.1,37.0,80.0,5.0,0.20733606557377052
RNA5SP486,ENSG00000251770.1,38.0,81.0,3.0,0.22622950819672133
RNA5SP487,ENSG00000222118.1,40.0,82.0,0.0,0.29471311475409834
RNA5SP488,ENSG00000201812.1,12.0,65.0,45.0,-0.03525409836065573
RNA5SP489,ENSG00000238627.1,9.0,95.0,18.0,0.018672131147540988
RNA5SP49,ENSG00000252259.1,9.0,92.0,21.0,-0.04681967213114754
RNA5SP490,ENSG00000252950.1,8.0,96.0,18.0,-0.018254098360655734
RNA5SP491,ENSG00000199806.1,10.0,99.0,13.0,0.016803278688524593
RNA5SP492,ENSG00000223262.1,9.0,102.0,11.0,0.02018852459016394
RNA5SP493,ENSG00000200985.1,7.0,83.0,32.0,-0.08079508196721312
RNA5SP494,ENSG00000222585.1,6.0,82.0,34.0,-0.10395081967213116
RNA5SP495,ENSG00000252267.1,6.0,82.0,34.0,-0.101672131147541
RNA5SP496,ENSG00000212542.1,6.0,79.0,37.0,-0.08691803278688527
RNA5SP497,ENSG00000251890.1,6.0,78.0,38.0,-0.10395081967213117
RNA5SP50,ENSG00000200601.1,10.0,90.0,22.0,0.002254098360655732
RNA5SP51,ENSG00000201620.1,11.0,91.0,20.0,-0.006762295081967221
RNA5SP52,ENSG00000199318.1,10.0,90.0,22.0,-0.025836065573770498
RNA5SP53,ENSG00000212601.1,10.0,88.0,24.0,-0.04
RNA5SP54,ENSG00000252760.1,10.0,91.0,21.0,-0.017778688524590167
RNA5SP55,ENSG00000252510.1,13.0,90.0,19.0,0.012811475409836074
RNA5SP56,ENSG00000222209.1,15.0,90.0,17.0,0.05564754098360657
RNA5SP57,ENSG00000238765.1,79.0,40.0,3.0,0.5765245901639344
RNA5SP58,ENSG00000238677.1,79.0,40.0,3.0,0.5765245901639344
RNA5SP59,ENSG00000222854.1,79.0,40.0,3.0,0.5765245901639344
RNA5SP60,ENSG00000222552.1,88.0,34.0,0.0,0.6042377049180326
RNA5SP61,ENSG00000252262.1,84.0,37.0,1.0,0.5490737704918032
