,gene,chromosome
6859,GPRASP2,['Chromosome X']
6860,GPRC5A,['Chromosome 12']
6861,GPRC5B,['Chromosome 16']
6862,GPRC5C,['Chromosome 17']
6863,GPRC5D,['Chromosome 12']
6864,GPRC6A,['Chromosome 6']
6865,GPRIN1,['Chromosome 5']
6866,GPRIN2,['Chromosome 10']
6867,GPRIN3,['Chromosome 4']
6868,GPS1,['Chromosome 17']
6869,GPS2,['Chromosome 17']
6870,GPSM1,['Chromosome 9']
6871,GPSM2,['Chromosome 1']
6872,GPSM3,['Chromosome 6']
6873,GPT,['Chromosome 8']
6874,GPT2,['Chromosome 16']
6875,GPX1,['Chromosome 3']
6876,GPX2,['Chromosome 14']
6877,GPX3,['Chromosome 5']
6878,GPX4,['Chromosome 19']
6879,GPX5,['Chromosome 6']
6880,GPX6,['Chromosome 1']
6881,GPX7,['Chromosome 1']
6882,GPX8,['Chromosome 5']
6883,GRAMD1A,['Chromosome 19']
6884,GRAMD1B,['Chromosome 11']
6885,GRAMD1C,['Chromosome 3']
6886,GRAMD2A,['Chromosome 15']
6887,GRAMD2B,['Chromosome 5']
6888,GRAMD4,['Chromosome 22']
6889,GRAP,['Chromosome 22']
6890,GRAP2,['Chromosome 22']
6891,GRAPL,['Chromosome 17']
6892,GRASP,['Chromosome X']
6893,GRB10,['Chromosome 7']
6894,GRB14,['Chromosome 2']
6895,GRB2,['Chromosome 17']
6896,GRB7,['Chromosome 17']
6897,GREB1,['Chromosome 18']
6898,GREB1L,['Chromosome 18']
6899,GREM1,['Chromosome 15']
6900,GREM2,['Chromosome 1']
6901,GRHL1,['Chromosome 2']
6902,GRHL2,['Chromosome 8']
6903,GRHL3,['Chromosome 1']
6904,GRHPR,['Chromosome 9']
6905,GRIA1,['Chromosome 5']
6906,GRIA2,['Chromosome 4']
6907,GRIA3,['Chromosome X']
6908,GRIA4,['Chromosome 11']
6909,GRID1,['Chromosome 10']
6910,GRID2,['Chromosome 4']
6911,GRID2IP,['Chromosome 7']
6912,GRIFIN,['Chromosome 7']
6913,GRIK1,['Chromosome 21']
6914,GRIK1-AS2,['Chromosome 21']
6915,GRIK2,['Chromosome 6']
6916,GRIK3,['Chromosome 1']
6917,GRIK4,['Chromosome 11']
6918,GRIK5,['Chromosome 19']
6919,GRIN1,['Chromosome 9']
6920,GRIN2A,['Chromosome 16']
6921,GRIN2B,['Chromosome 12']
6922,GRIN2C,['Chromosome 17']
6923,GRIN2D,['Chromosome 19']
6924,GRIN3A,['Chromosome 9']
6925,GRIN3B,['Chromosome 19']
6926,GRINA,['Chromosome 8']
6927,GRIP1,['Chromosome 12']
6928,GRIP2,['Chromosome 3']
6929,GRIPAP1,['Chromosome X']
6930,GRK1,['Chromosome 13']
6931,GRK2,['Chromosome 11']
6932,GRK3,['Chromosome 22']
6933,GRK4,['Chromosome 4']
6934,GRK5,['Chromosome 10']
6935,GRK6,['Chromosome 5']
6936,GRK7,['Chromosome 3']
6937,GRM1,['Chromosome 6']
6938,GRM2,['Chromosome 3']
6939,GRM3,['Chromosome 7']
6940,GRM4,['Chromosome 6']
6941,GRM5,['Chromosome 11']
6942,GRM6,['Chromosome 5']
6943,GRM7,['Chromosome 3']
6944,GRM8,['Chromosome 7']
6945,GRN,['Chromosome 17']
6946,GRP,['Chromosome 9']
6947,GRPEL1,['Chromosome 4']
6948,GRPEL2,['Chromosome 5']
6949,GRPR,['Chromosome X']
6950,GRSF1,['Chromosome 4']
6951,GRTP1,['Chromosome 13']
6952,GRWD1,['Chromosome 19']
6953,GRXCR1,['Chromosome 4']
6954,GRXCR2,['Chromosome 5']
6955,GSAP,['Chromosome 7']
6956,GSC,['Chromosome 22']
6957,GSC2,['Chromosome 22']
6958,GSDMA,['Chromosome 17']
6959,GSDMB,['Chromosome 17']
6960,GSDMC,['Chromosome 8']
6961,GSDMD,['Chromosome 8']
6962,GSDME,['Chromosome 7']
6963,GSE1,['Chromosome 16']
6964,GSG1,['Chromosome 12']
6965,GSG1L,['Chromosome 16']
6966,GSG1L2,['Chromosome 17']
6967,GSK3A,['Chromosome 19']
6968,GSK3B,['Chromosome 3']
6969,GSKIP,['Chromosome 14']
6970,GSN,['Chromosome 9']
6971,GSN-AS1,['Unplaced']
6972,GSPT1,['Chromosome 16']
6973,GSPT2,['Chromosome X']
6974,GSR,['Chromosome 8']
6975,GSS,['Chromosome 20']
6976,GSTA1,['Chromosome 6']
6977,GSTA2,['Chromosome 6']
6978,GSTA3,['Chromosome 6']
6979,GSTA4,['Chromosome 6']
6980,GSTA5,['Chromosome 6']
6981,GSTCD,['Chromosome 4']
6982,GSTK1,['Chromosome 7']
6983,GSTM1,['Chromosome 1']
6984,GSTM2,['Chromosome 1']
6985,GSTM3,['Chromosome 1']
6986,GSTM4,['Chromosome 1']
6987,GSTM5,['Chromosome 1']
6988,GSTO1,['Chromosome 10']
6989,GSTO2,['Chromosome 10']
6990,GSTP1,['Chromosome 11']
6991,GSTT1,['Chromosome 22']
6992,GSTT2,['Chromosome 22']
6993,GSTT2B,['Chromosome 22']
6994,GSTT4,['Chromosome 22']
6995,GSTZ1,['Chromosome 14']
6996,GSX1,['Chromosome 13']
6997,GSX2,['Chromosome 4']
6998,GTDC1,['Chromosome 2']
6999,GTF2A1,['Chromosome 14']
7000,GTF2A1L,['Chromosome 2']
7001,GTF2A2,['Chromosome 15']
7002,GTF2B,['Chromosome 1']
7003,GTF2E1,['Chromosome 3']
7004,GTF2E2,['Chromosome 8']
7005,GTF2F1,['Chromosome 19']
7006,GTF2F2,['Chromosome 13']
7007,GTF2H1,['Chromosome 11']
7008,GTF2H2,['Chromosome 5']
7009,GTF2H2C,['Chromosome 5']
7010,GTF2H2C_2,['Chromosome 5']
7011,GTF2H3,['Chromosome 12']
7012,GTF2H4,['Chromosome 6']
7013,GTF2H5,['Chromosome 6']
7014,GTF2I,['Chromosome 7']
7015,GTF2IRD1,['Chromosome 7']
7016,GTF2IRD2,['Chromosome 7']
7017,GTF2IRD2B,['Chromosome 7']
7018,GTF3A,['Chromosome 13']
7019,GTF3C1,['Chromosome 16']
7020,GTF3C2,['Chromosome 2']
7021,GTF3C3,['Chromosome 2']
7022,GTF3C4,['Chromosome 9']
7023,GTF3C5,['Chromosome 9']
7024,GTF3C6,['Chromosome 6']
7025,GTPBP1,['Chromosome 22']
7026,GTPBP10,['Chromosome 7']
7027,GTPBP2,['Chromosome 6']
7028,GTPBP3,['Chromosome 19']
7029,GTPBP4,['Chromosome 10']
7030,GTPBP6,['Chromosome X']
7031,GTPBP8,['Chromosome 3']
7032,GTSCR1,['Unplaced']
7033,GTSE1,['Chromosome 22']
7034,GTSF1,['Chromosome 12']
7035,GTSF1L,['Chromosome 20']
7036,GUCA1A,['Chromosome 6']
7037,GUCA1B,['Chromosome 6']
7038,GUCA1C,['Chromosome 3']
7039,GUCA2A,['Chromosome 1']
7040,GUCA2B,['Chromosome 1']
7041,GUCD1,['Chromosome 22']
7042,GUCY1A1,['Chromosome 4']
7043,GUCY1A2,['Chromosome 11']
7044,GUCY1B1,['Chromosome 4']
7045,GUCY1B2,['Unplaced']
7046,GUCY2C,['Chromosome 12']
7047,GUCY2D,['Chromosome 17']
7048,GUCY2F,['Chromosome X']
7049,GUF1,['Chromosome 4']
7050,GUK1,['Chromosome 1']
7051,GULP1,['Chromosome 2']
7052,GUSB,['Chromosome 7']
7053,GUSBP1,['Unplaced']
7054,GUSBP11,['Unplaced']
7055,GVINP1,['Unplaced']
7056,GVQW2,['Chromosome 6']
7057,GVQW3,['Chromosome 11']
7058,GXYLT1,['Chromosome 12']
7059,GXYLT2,['Chromosome 3']
7060,GYG1,['Chromosome 3']
7061,GYG2,['Chromosome X']
7062,GYPA,['Chromosome 4']
7063,GYPB,['Chromosome 4']
7064,GYPC,['Chromosome 2']
7065,GYPE,['Chromosome 4']
7066,GYS1,['Chromosome 19']
7067,GYS2,['Chromosome 12']
7068,GZF1,['Chromosome 20']
7069,GZMA,['Chromosome 5']
7070,GZMB,['Chromosome 14']
7071,GZMH,['Chromosome 14']
7072,GZMK,['Chromosome 5']
7073,GZMM,['Chromosome 19']
7074,H19,[]
7075,H1F0,['Chromosome 22']
7076,H1FNT,['Chromosome 12']
7077,H1FOO,['Chromosome 3']
7078,H1FX,['Chromosome 3']
7079,H1FX-AS1,['Unplaced']
7080,H2AFB1,['Chromosome X']
7081,H2AFB2,['Chromosome X']
7082,H2AFB3,['Chromosome X']
7083,H2AFJ,['Chromosome 12']
7084,H2AFV,['Chromosome 7']
7085,H2AFX,['Chromosome 11']
7086,H2AFY,['Chromosome 5']
7087,H2AFY2,['Chromosome 10']
7088,H2AFZ,['Chromosome 4']
7089,H2BFM,['Chromosome X']
7090,H2BFS,['Chromosome 21']
7091,H2BFWT,['Chromosome X']
7092,H3.Y,['Unplaced']
7093,H3F3A,"['Chromosome 1', 'Chromosome 17']"
7094,H3F3B,"['Chromosome 1', 'Chromosome 17']"
7095,H3F3C,['Chromosome 12']
7096,H6PD,['Chromosome 1']
7097,HAAO,['Chromosome 2']
7098,HABP2,['Chromosome 10']
7099,HABP4,['Chromosome 9']
7100,HACD1,['Chromosome 10']
7101,HACD2,['Chromosome 3']
7102,HACD3,['Chromosome 15']
7103,HACD4,['Chromosome 9']
7104,HACE1,['Chromosome 6']
7105,HACL1,['Chromosome 3']
7106,HADH,['Chromosome X']
7107,HADHA,['Chromosome 2']
7108,HADHB,['Chromosome 2']
7109,HAGH,['Chromosome 16']
7110,HAGHL,['Chromosome 16']
7111,HAL,['Chromosome 12']
7112,HAMP,['Chromosome 19']
7113,HAND1,['Chromosome 5']
7114,HAND2,['Chromosome 4']
7115,HAO1,['Chromosome 20']
7116,HAO2,['Chromosome 1']
7117,HAP1,['Chromosome 17']
7118,HAPLN1,['Chromosome 5']
7119,HAPLN2,['Chromosome 1']
7120,HAPLN3,['Unplaced']
7121,HAPLN4,['Unplaced']
7122,HARBI1,['Chromosome 11']
7123,HARS,['Chromosome 5']
7124,HARS2,['Chromosome 5']
7125,HAS1,['Chromosome 19']
7126,HAS2,['Chromosome 8']
7127,HAS3,['Chromosome 16']
7128,HASPIN,['Chromosome 17']
7129,HAT1,['Chromosome 2']
7130,HAUS1,['Chromosome 18']
7131,HAUS2,['Chromosome 15']
7132,HAUS3,['Chromosome 4']
7133,HAUS4,['Chromosome 14']
7134,HAUS5,['Chromosome 19']
7135,HAUS6,['Chromosome 9']
7136,HAUS7,['Chromosome X']
7137,HAUS8,['Chromosome 19']
7138,HAVCR1,['Chromosome 5']
7139,HAVCR2,['Chromosome 5']
7140,HAX1,['Chromosome 1']
7141,HBA1,['Chromosome 16']
7142,HBA2,['Chromosome 16']
7143,HBB,['Chromosome 11']
7144,HBD,['Chromosome 8']
7145,HBE1,['Chromosome 11']
7146,HBEGF,['Chromosome 5']
7147,HBG1,['Chromosome 11']
7148,HBG2,['Chromosome 11']
7149,HBM,['Chromosome 16']
7150,HBP1,['Chromosome 8']
7151,HBQ1,['Chromosome 16']
7152,HBS1L,['Chromosome 6']
7153,HBZ,['Chromosome 16']
7154,HCAR1,['Chromosome 12']
7155,HCAR2,['Chromosome 12']
7156,HCAR3,['Chromosome 12']
7157,HCCS,['Chromosome 2']
7158,HCFC1,['Chromosome X']
7159,HCFC1R1,['Chromosome 16']
7160,HCFC2,['Chromosome 12']
7161,HCG22,['Unplaced']
7162,HCG25,['Chromosome 18']
7163,HCK,['Chromosome 20']
7164,HCLS1,['Chromosome 3']
7165,HCN1,['Chromosome 5']
7166,HCN2,['Chromosome 19']
7167,HCN3,['Chromosome 1']
7168,HCN4,['Chromosome 15']
7169,HCP5,['Chromosome 3']
7170,HCRT,['Chromosome 17']
7171,HCRTR1,['Chromosome 1']
7172,HCRTR2,['Chromosome 6']
7173,HCST,['Chromosome 19']
7174,HDAC1,['Chromosome 1']
7175,HDAC10,['Chromosome 22']
7176,HDAC11,['Chromosome 3']
7177,HDAC2,['Chromosome 6']
7178,HDAC3,['Chromosome 5']
7179,HDAC4,['Chromosome 2']
7180,HDAC5,['Chromosome 17']
7181,HDAC6,['Chromosome X']
7182,HDAC7,['Chromosome 12']
7183,HDAC8,['Chromosome X']
7184,HDAC9,['Chromosome 7']
7185,HDC,['Chromosome 15']
7186,HDDC2,['Chromosome 6']
7187,HDDC3,['Chromosome 15']
7188,HDGF,['Chromosome 1']
7189,HDGFL1,['Chromosome 6']
7190,HDGFL2,['Chromosome 19']
7191,HDGFL3,['Chromosome 15']
7192,HDHD2,['Chromosome 18']
7193,HDHD3,['Chromosome 9']
7194,HDHD5,['Chromosome 22']
7195,HDLBP,['Chromosome 2']
7196,HDX,['Chromosome 4']
7197,HEATR1,['Chromosome 1']
7198,HEATR3,['Chromosome 16']
7199,HEATR4,['Chromosome 14']
7200,HEATR5A,['Chromosome 14']
7201,HEATR5B,['Chromosome 2']
7202,HEATR6,['Chromosome 17']
7203,HEATR9,['Chromosome 17']
7204,HEBP1,['Chromosome 2']
7205,HEBP2,['Chromosome 6']
7206,HECA,['Unplaced']
7207,HECTD1,['Chromosome 14']
7208,HECTD2,['Chromosome 10']
7209,HECTD3,['Chromosome 1']
7210,HECTD4,['Unplaced']
7211,HECW1,['Chromosome 7']
7212,HECW2,['Chromosome 2']
7213,HEG1,['Chromosome 3']
7214,HELB,['Chromosome 12']
7215,HELLS,['Chromosome 10']
7216,HELQ,['Chromosome 4']
7217,HELT,['Chromosome 4']
7218,HELZ,['Chromosome 20']
7219,HELZ2,['Chromosome 20']
7220,HEMGN,['Chromosome 9']
7221,HEMK1,['Chromosome 3']
7222,HENMT1,['Chromosome 1']
7223,HEPACAM,['Chromosome 11']
7224,HEPACAM2,['Chromosome 7']
7225,HEPH,['Chromosome X']
7226,HEPHL1,['Chromosome 11']
7227,HEPN1,['Chromosome 11']
7228,HERC1,['Chromosome 15']
7229,HERC2,['Chromosome 15']
7230,HERC2P3,['Unplaced']
7231,HERC3,['Chromosome 4']
7232,HERC4,['Chromosome 10']
7233,HERC5,['Chromosome 4']
7234,HERC6,['Chromosome 4']
7235,HERPUD1,['Chromosome 16']
7236,HERPUD2,['Chromosome 7']
7237,HES1,['Chromosome 3']
7238,HES2,['Chromosome 1']
7239,HES3,['Chromosome 1']
7240,HES4,['Chromosome 1']
7241,HES5,['Chromosome 1']
7242,HES6,['Chromosome 2']
7243,HES7,['Chromosome 17']
7244,HESX1,['Chromosome 3']
7245,HEXA,['Chromosome 15']
7246,HEXA-AS1,['Unplaced']
7247,HEXB,['Chromosome 5']
7248,HEXDC,['Chromosome 17']
7249,HEXIM1,['Chromosome 17']
7250,HEXIM2,['Chromosome 17']
7251,HEY1,['Chromosome 8']
7252,HEY2,['Chromosome 6']
7253,HEYL,['Chromosome 1']
7254,HFE,['Chromosome 6']
7255,HFM1,['Chromosome 1']
7256,HGD,['Chromosome 3']
7257,HGF,['Chromosome 7']
7258,HGFAC,['Chromosome 4']
7259,HGH1,['Chromosome 8']
7260,HGS,['Chromosome 17']
7261,HGSNAT,['Chromosome 8']
7262,HHAT,['Chromosome 1']
7263,HHATL,['Chromosome 3']
7264,HHEX,['Chromosome 10']
7265,HHIP,['Chromosome 4']
7266,HHIPL1,['Chromosome 14']
7267,HHIPL2,['Chromosome 1']
7268,HHLA1,['Chromosome 8']
7269,HHLA2,['Chromosome 3']
7270,HHLA3,['Chromosome 2']
7271,HIBADH,['Chromosome 7']
7272,HIBCH,['Chromosome 2']
7273,HIC1,['Chromosome 17']
7274,HIC2,['Chromosome 22']
7275,HID1,['Chromosome 17']
7276,HIF1A,['Chromosome 14']
7277,HIF1AN,['Chromosome 10']
7278,HIF3A,['Chromosome 19']
7279,HIGD1A,['Chromosome 3']
7280,HIGD1B,['Chromosome 17']
7281,HIGD1C,['Chromosome 12']
7282,HIGD2A,['Chromosome 5']
7283,HIGD2B,['Chromosome 15']
7284,HIKESHI,['Chromosome 11']
7285,HILPDA,['Chromosome 7']
7286,HILS1,['Unplaced']
7287,HINFP,['Chromosome 11']
7288,HINT1,['Chromosome 5']
7289,HINT2,['Chromosome 9']
7290,HINT3,['Chromosome 6']
7291,HIP1,['Chromosome 7']
7292,HIP1R,['Chromosome 12']
7293,HIPK1,['Chromosome 1']
7294,HIPK2,['Chromosome 7']
7295,HIPK3,['Chromosome 11']
7296,HIPK4,['Chromosome 19']
7297,HIRA,['Chromosome 22']
7298,HIRIP3,['Chromosome 16']
7299,HIST1H1A,['Chromosome 6']
7300,HIST1H1B,['Chromosome 6']
7301,HIST1H1C,['Chromosome 6']
7302,HIST1H1D,['Chromosome 6']
7303,HIST1H1E,['Chromosome 6']
7304,HIST1H1T,['Chromosome 6']
7305,HIST1H2AA,['Chromosome 6']
7306,HIST1H2AB,['Chromosome 6']
7307,HIST1H2AC,['Chromosome 6']
7308,HIST1H2AD,['Chromosome 6']
7309,HIST1H2AE,['Chromosome 6']
7310,HIST1H2AG,['Chromosome 6']
7311,HIST1H2AH,['Chromosome 6']
7312,HIST1H2AI,['Chromosome 6']
7313,HIST1H2AJ,['Chromosome 6']
7314,HIST1H2AK,['Chromosome 6']
7315,HIST1H2AL,['Chromosome 6']
7316,HIST1H2AM,['Chromosome 6']
7317,HIST1H2BA,['Chromosome 6']
7318,HIST1H2BB,['Chromosome 6']
7319,HIST1H2BC,['Chromosome 6']
7320,HIST1H2BD,['Chromosome 6']
7321,HIST1H2BE,['Chromosome 6']
7322,HIST1H2BF,['Chromosome 6']
7323,HIST1H2BG,['Chromosome 6']
7324,HIST1H2BH,['Chromosome 6']
7325,HIST1H2BI,['Chromosome 6']
7326,HIST1H2BJ,['Chromosome 6']
7327,HIST1H2BK,['Chromosome 6']
7328,HIST1H2BL,['Chromosome 6']
7329,HIST1H2BM,['Chromosome 6']
7330,HIST1H2BN,['Chromosome 6']
7331,HIST1H2BO,['Chromosome 6']
7332,HIST1H3A,['Chromosome 6']
7333,HIST1H3B,['Chromosome 6']
7334,HIST1H3C,['Chromosome 6']
7335,HIST1H3D,['Chromosome 6']
7336,HIST1H3E,['Chromosome 6']
7337,HIST1H3F,['Chromosome 6']
7338,HIST1H3G,['Chromosome 6']
7339,HIST1H3H,['Chromosome 6']
7340,HIST1H3I,['Chromosome 6']
7341,HIST1H3J,['Chromosome 6']
7342,HIST1H4A,"['Chromosome 1', 'Chromosome 12', 'Chromosome 6']"
7343,HIST1H4B,"['Chromosome 1', 'Chromosome 12', 'Chromosome 6']"
7344,HIST1H4C,"['Chromosome 1', 'Chromosome 12', 'Chromosome 6']"
7345,HIST1H4D,"['Chromosome 1', 'Chromosome 12', 'Chromosome 6']"
7346,HIST1H4E,"['Chromosome 1', 'Chromosome 12', 'Chromosome 6']"
7347,HIST1H4F,"['Chromosome 1', 'Chromosome 12', 'Chromosome 6']"
7348,HIST1H4G,['Chromosome 6']
7349,HIST1H4H,"['Chromosome 1', 'Chromosome 12', 'Chromosome 6']"
7350,HIST1H4I,"['Chromosome 1', 'Chromosome 12', 'Chromosome 6']"
7351,HIST1H4J,"['Chromosome 1', 'Chromosome 12', 'Chromosome 6']"
7352,HIST1H4K,"['Chromosome 1', 'Chromosome 12', 'Chromosome 6']"
7353,HIST1H4L,"['Chromosome 1', 'Chromosome 12', 'Chromosome 6']"
7354,HIST2H2AA3,['Chromosome 1']
7355,HIST2H2AA4,['Chromosome 1']
7356,HIST2H2AB,['Chromosome 1']
7357,HIST2H2AC,['Chromosome 1']
7358,HIST2H2BC,['Unplaced']
7359,HIST2H2BE,['Chromosome 1']
7360,HIST2H2BF,['Chromosome 1']
7361,HIST2H3A,['Chromosome 1']
7362,HIST2H3C,['Chromosome 1']
7363,HIST2H3D,['Chromosome 1']
7364,HIST2H4A,"['Chromosome 1', 'Chromosome 12', 'Chromosome 6']"
7365,HIST2H4B,"['Chromosome 1', 'Chromosome 12', 'Chromosome 6']"
7366,HIST3H2A,['Chromosome 1']
7367,HIST3H2BB,['Chromosome 1']
7368,HIST3H3,['Chromosome 1']
7369,HIST4H4,"['Chromosome 1', 'Chromosome 12', 'Chromosome 6']"
7370,HIVEP1,['Chromosome 6']
7371,HIVEP2,['Chromosome 6']
7372,HIVEP3,['Chromosome 1']
7373,HJURP,['Chromosome 2']
7374,HJV,['Chromosome 1']
7375,HK1,['Chromosome 10']
7376,HK2,['Chromosome 2']
7377,HK3,['Chromosome 5']
7378,HKDC1,['Chromosome 10']
7379,HKR1,['Chromosome 19']
7380,HLA-A,['Chromosome 6']
7381,HLA-B,['Chromosome 6']
7382,HLA-C,['Chromosome 6']
7383,HLA-DMA,['Chromosome 6']
7384,HLA-DMB,['Chromosome 6']
7385,HLA-DOA,['Chromosome 6']
7386,HLA-DOB,['Chromosome 6']
7387,HLA-DPA1,['Chromosome 6']
7388,HLA-DPB1,['Chromosome 6']
7389,HLA-DQA1,['Chromosome 6']
7390,HLA-DQA2,['Chromosome 6']
7391,HLA-DQB1,['Chromosome 6']
7392,HLA-DQB2,['Chromosome 6']
7393,HLA-DRA,['Chromosome 6']
7394,HLA-DRB1,['Chromosome 6']
7395,HLA-DRB3,['Chromosome 6']
7396,HLA-DRB4,['Chromosome 6']
7397,HLA-DRB5,['Chromosome 6']
7398,HLA-E,['Chromosome 6']
7399,HLA-F,['Chromosome 6']
7400,HLA-G,['Chromosome 6']
7401,HLA-H,['Unplaced']
7402,HLA-J,['Chromosome 6']
7403,HLCS,['Chromosome 21']
7404,HLF,['Chromosome 17']
7405,HLTF,['Chromosome 3']
7406,HLX,['Chromosome 1']
7407,HM13,['Chromosome 20']
7408,HMBOX1,['Chromosome 8']
7409,HMBS,['Chromosome 11']
7410,HMCES,['Chromosome 3']
7411,HMCN1,['Chromosome 1']
7412,HMCN2,['Chromosome 9']
7413,HMG20A,['Chromosome 15']
7414,HMG20B,['Chromosome 19']
7415,HMGA1,['Chromosome 6']
7416,HMGA2,['Chromosome 12']
7417,HMGB1,['Chromosome 13']
7418,HMGB2,['Chromosome 4']
7419,HMGB3,['Chromosome X']
7420,HMGB4,['Chromosome 1']
7421,HMGCL,['Chromosome 1']
7422,HMGCLL1,['Chromosome 6']
7423,HMGCR,['Chromosome 5']
7424,HMGCS1,['Chromosome 5']
7425,HMGCS2,['Chromosome 1']
7426,HMGN1,['Chromosome 21']
7427,HMGN2,['Chromosome 1']
7428,HMGN2P46,['Unplaced']
7429,HMGN3,['Chromosome 6']
7430,HMGN4,['Chromosome 6']
7431,HMGN5,['Chromosome X']
7432,HMGXB3,['Chromosome 5']
7433,HMGXB4,['Chromosome 22']
7434,HMHB1,['Chromosome 5']
7435,HMMR,['Chromosome 5']
7436,HMOX1,['Chromosome 22']
7437,HMOX2,['Chromosome 16']
7438,HMSD,['Chromosome 18']
7439,HMX1,['Chromosome 4']
7440,HMX2,['Chromosome 10']
7441,HMX3,['Chromosome 17']
7442,HNF1A,['Chromosome 12']
7443,HNF1B,['Chromosome 17']
7444,HNF4A,['Chromosome 20']
7445,HNF4G,['Chromosome 8']
7446,HNMT,['Chromosome 2']
7447,HNRNPA0,['Chromosome 5']
7448,HNRNPA1,['Chromosome 12']
7449,HNRNPA1L2,['Chromosome 13']
7450,HNRNPA2B1,['Chromosome 7']
7451,HNRNPA3,['Chromosome 2']
7452,HNRNPAB,['Chromosome 5']
7453,HNRNPC,['Chromosome 14']
7454,HNRNPCL1,['Chromosome 1']
7455,HNRNPCL2,['Chromosome 1']
7456,HNRNPCL3,['Unplaced']
7457,HNRNPCL4,['Chromosome 1']
7458,HNRNPD,['Chromosome 4']
7459,HNRNPDL,['Chromosome 4']
7460,HNRNPF,['Chromosome 10']
7461,HNRNPH1,['Chromosome 5']
7462,HNRNPH2,['Chromosome X']
7463,HNRNPH3,['Chromosome 10']
7464,HNRNPK,['Chromosome 9']
7465,HNRNPL,['Chromosome 19']
7466,HNRNPLL,['Chromosome 2']
7467,HNRNPM,['Chromosome 19']
7468,HNRNPR,['Chromosome 1']
7469,HNRNPU,['Chromosome 1']
7470,HNRNPUL1,['Chromosome 19']
7471,HNRNPUL2,['Chromosome 11']
7472,HOGA1,['Chromosome 10']
7473,HOMER1,['Chromosome 5']
7474,HOMER2,['Chromosome 15']
7475,HOMER3,['Chromosome 19']
7476,HOMEZ,['Chromosome 14']
7477,HOOK1,['Chromosome 1']
7478,HOOK2,['Chromosome 19']
7479,HOOK3,['Chromosome 8']
7480,HOPX,['Chromosome 4']
7481,HORMAD1,['Chromosome 3']
7482,HORMAD2,['Chromosome 22']
7483,HOXA1,['Unplaced']
7484,HOXA10,['Chromosome 7']
7485,HOXA11,['Chromosome 7']
7486,HOXA13,['Chromosome 7']
7487,HOXA2,['Chromosome 7']
7488,HOXA3,['Chromosome 7']
7489,HOXA4,['Chromosome 7']
7490,HOXA5,['Chromosome 7']
7491,HOXA6,['Chromosome 7']
7492,HOXA7,['Chromosome 7']
7493,HOXA9,['Chromosome 7']
7494,HOXB1,['Chromosome 17']
7495,HOXB13,['Chromosome 17']
7496,HOXB2,['Chromosome 17']
7497,HOXB3,['Chromosome 17']
7498,HOXB4,['Chromosome 17']
7499,HOXB5,['Chromosome 17']
7500,HOXB6,['Chromosome 17']
7501,HOXB7,['Chromosome 17']
7502,HOXB8,['Chromosome 17']
7503,HOXB9,['Chromosome 17']
7504,HOXC10,['Chromosome 12']
7505,HOXC11,['Chromosome 12']
7506,HOXC12,['Chromosome 12']
7507,HOXC13,['Chromosome 12']
7508,HOXC4,['Chromosome 12']
7509,HOXC5,['Chromosome 12']
7510,HOXC6,['Chromosome 12']
7511,HOXC8,['Unplaced']
7512,HOXC9,['Unplaced']
7513,HOXD1,['Chromosome 2']
7514,HOXD10,['Chromosome 2']
7515,HOXD11,['Chromosome 2']
7516,HOXD12,['Chromosome 2']
7517,HOXD13,['Chromosome 2']
7518,HOXD3,['Chromosome 2']
7519,HOXD4,['Chromosome 2']
7520,HOXD8,['Chromosome 2']
7521,HOXD9,['Chromosome 2']
7522,HP,['Chromosome 8']
7523,HP1BP3,['Chromosome 1']
7524,HPCA,['Chromosome 1']
7525,HPCAL1,['Chromosome 2']
7526,HPCAL4,['Chromosome 1']
7527,HPD,['Chromosome 12']
7528,HPDL,['Chromosome 1']
7529,HPF1,['Chromosome 4']
7530,HPGD,['Chromosome 4']
7531,HPGDS,['Chromosome 4']
7532,HPN,['Chromosome 19']
7533,HPR,['Chromosome 16']
7534,HPRT1,['Chromosome X']
7535,HPS1,['Chromosome 10']
7536,HPS3,['Chromosome 3']
7537,HPS4,['Chromosome 22']
7538,HPS5,['Chromosome 11']
7539,HPS6,['Chromosome 10']
7540,HPSE,['Chromosome 4']
7541,HPSE2,['Chromosome 10']
7542,HPX,['Chromosome 11']
7543,HR,['Chromosome 8']
7544,HRAS,['Chromosome 11']
7545,HRASLS,['Chromosome 11']
7546,HRASLS2,['Chromosome 11']
7547,HRASLS5,['Chromosome 11']
7548,HRC,['Chromosome 19']
7549,HRCT1,['Chromosome 9']
7550,HRG,['Chromosome 3']
7551,HRH1,['Chromosome 3']
7552,HRH2,['Chromosome 5']
7553,HRH3,['Chromosome 20']
7554,HRH4,['Chromosome 18']
7555,HRK,['Chromosome 12']
7556,HRNR,['Chromosome 1']
7557,HS1BP3,['Chromosome 2']
7558,HS2ST1,['Chromosome 1']
7559,HS3ST1,['Chromosome 4']
7560,HS3ST2,['Chromosome 16']
7561,HS3ST3A1,['Chromosome 17']
7562,HS3ST3B1,['Chromosome 17']
7563,HS3ST4,['Chromosome 16']
7564,HS3ST5,['Chromosome 6']
7565,HS3ST6,['Chromosome 16']
7566,HS6ST1,['Chromosome 2']
7567,HS6ST2,['Chromosome X']
7568,HS6ST3,['Chromosome 13']
7569,HSBP1,['Chromosome 16']
7570,HSBP1L1,['Chromosome 18']
